run_id,timestamp,machine_python,machine_java,dataset,nome_id,nome_sorteado,arquivo_sorteado,linha_sorteada,strategy,threads_per_file,repeticao,success,found,file_name,line_number,line_content,wall_time_ms,wall_time_ns,process_cpu_time_supported,process_cpu_time_ms,cpu_usage_approx_percent,heap_used_before_bytes,heap_used_after_bytes,heap_delta_bytes,available_processors,java_version,os_name,os_arch,error_message
15,2026-05-17T16:31:32,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,oneThreadPerFile,0,5,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,703.6308,703630800,True,7859.375,93.081189,4218264,166132704,161914440,12,25.0.3,Windows 10,amd64,
16,2026-05-17T16:31:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,2,1,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1227.6856,1227685600,True,1734.375,11.77266,4218264,142262472,138044208,12,25.0.3,Windows 10,amd64,
17,2026-05-17T16:31:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,2,2,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1215.3933,1215393300,True,1796.875,12.320257,4218264,142091360,137873096,12,25.0.3,Windows 10,amd64,
18,2026-05-17T16:31:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,2,3,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1231.5993,1231599300,True,1765.625,11.946695,4218264,142619912,138401648,12,25.0.3,Windows 10,amd64,
19,2026-05-17T16:31:38,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,2,4,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1232.1016,1232101600,True,1781.25,12.047505,4218264,142449896,138231632,12,25.0.3,Windows 10,amd64,
20,2026-05-17T16:31:39,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,2,5,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1239.9646,1239964600,True,1734.375,11.656079,4218264,142083288,137865024,12,25.0.3,Windows 10,amd64,
21,2026-05-17T16:31:40,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,4,1,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1239.3838,1239383800,True,2218.75,14.918368,4218264,161684792,157466528,12,25.0.3,Windows 10,amd64,
22,2026-05-17T16:31:42,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,4,2,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1293.0049,1293004900,True,2000.0,12.889871,4218264,160992536,156774272,12,25.0.3,Windows 10,amd64,
23,2026-05-17T16:31:43,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,4,3,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1268.9178,1268917800,True,1750.0,11.492733,4218264,161701064,157482800,12,25.0.3,Windows 10,amd64,
24,2026-05-17T16:31:45,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,4,4,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1288.2976,1288297600,True,2265.625,14.655161,4218264,161684792,157466528,12,25.0.3,Windows 10,amd64,
25,2026-05-17T16:31:46,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,4,5,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1311.7478,1311747800,True,2171.875,13.79759,4218264,161692760,157474496,12,25.0.3,Windows 10,amd64,
26,2026-05-17T16:31:48,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,8,1,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1285.1545,1285154500,True,2625.0,17.0213,4218264,164427496,160209232,12,25.0.3,Windows 10,amd64,
27,2026-05-17T16:31:49,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,8,2,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1321.1127,1321112700,True,3125.0,19.711919,4218264,162789384,158571120,12,25.0.3,Windows 10,amd64,
28,2026-05-17T16:31:51,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,8,3,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1334.6873,1334687300,True,2515.625,15.706706,4218264,164427576,160209312,12,25.0.3,Windows 10,amd64,
29,2026-05-17T16:31:52,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,8,4,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1295.0592,1295059200,True,2703.125,17.393832,4218264,164427576,160209312,12,25.0.3,Windows 10,amd64,
30,2026-05-17T16:31:54,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,1,Lucas Douglas Camargo Toledo,arq_78.txt,84128,multiThreadPerFile,8,5,True,True,arq_78.txt,84128,Lucas Douglas Camargo Toledo,1308.2696,1308269600,True,3109.375,19.805901,4218264,164427496,160209232,12,25.0.3,Windows 10,amd64,
31,2026-05-17T16:31:55,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,dataset_100x200k,2,Isabela Bianca Rezende Coelho,arq_55.txt,181357,sequencial,0,1,True,True,arq_55.txt,181357,Isabela Bianca Rezende Coelho,778.4297,778429700,True,1109.375,11.876206,4218264,146219248,142000984,12,25.0.3,Windows 10,amd64,
