machine_python,dataset,strategy,threads_per_file,media_wall_time_ms,tempo_base_sequencial_ms,speedup
DESKTOP-D1CPDCT,dataset_100x200k,multiThreadPerFile,2,1253.334956,1086.044628,0.8665238472771043
DESKTOP-D1CPDCT,dataset_100x200k,multiThreadPerFile,4,1289.9444,1086.044628,0.8419313483588905
DESKTOP-D1CPDCT,dataset_100x200k,multiThreadPerFile,8,1336.57128,1086.044628,0.8125602010541482
DESKTOP-D1CPDCT,dataset_100x200k,oneThreadPerFile,0,605.408952,1086.044628,1.793902492541934
DESKTOP-D1CPDCT,dataset_100x200k,sequencial,0,1086.044628,1086.044628,1.0
DESKTOP-D1CPDCT,dataset_100x200k,singleThread,0,1106.050636,1086.044628,0.9819122132849623
