machine_python,dataset,strategy,threads_per_file,media_wall_time_ms,tempo_base_sequencial_ms,speedup
DESKTOP-D1CPDCT,grande,multiThreadPerFile,2,27.724152,16.864359999999998,0.6082912833546721
DESKTOP-D1CPDCT,grande,multiThreadPerFile,4,28.136188,16.864359999999998,0.5993832568932222
DESKTOP-D1CPDCT,grande,multiThreadPerFile,8,27.59976,16.864359999999998,0.6110328495610106
DESKTOP-D1CPDCT,grande,oneThreadPerFile,0,34.639224,16.864359999999998,0.486857326826952
DESKTOP-D1CPDCT,grande,sequencial,0,16.864359999999998,16.864359999999998,1.0
DESKTOP-D1CPDCT,grande,singleThread,0,20.607208,16.864359999999998,0.8183719017151667
