run_id,timestamp,machine_python,machine_java,dataset,nome_id,nome_sorteado,arquivo_sorteado,linha_sorteada,strategy,threads_per_file,repeticao,success,found,file_name,line_number,line_content,wall_time_ms,wall_time_ns,process_cpu_time_supported,process_cpu_time_ms,cpu_usage_approx_percent,heap_used_before_bytes,heap_used_after_bytes,heap_delta_bytes,available_processors,java_version,os_name,os_arch,error_message
11,2026-05-17T16:20:22,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,oneThreadPerFile,0,1,True,True,arq_4.txt,79,Dave Harris,14.693,14693000,True,15.625,8.86193,4218264,9419280,5201016,12,25.0.3,Windows 10,amd64,
12,2026-05-17T16:20:23,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,oneThreadPerFile,0,2,True,True,arq_4.txt,79,Dave Harris,15.3263,15326300,True,93.75,50.974469,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
13,2026-05-17T16:20:23,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,oneThreadPerFile,0,3,True,True,arq_4.txt,79,Dave Harris,15.1054,15105400,True,15.625,8.619986,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
14,2026-05-17T16:20:23,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,oneThreadPerFile,0,4,True,True,arq_4.txt,79,Dave Harris,15.3661,15366100,True,62.5,33.894959,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
15,2026-05-17T16:20:23,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,oneThreadPerFile,0,5,True,True,arq_4.txt,79,Dave Harris,14.7028,14702800,True,93.75,53.136137,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
16,2026-05-17T16:20:23,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,2,1,True,True,arq_4.txt,79,Dave Harris,19.9749,19974900,True,15.625,6.518598,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
17,2026-05-17T16:20:24,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,2,2,True,True,arq_4.txt,79,Dave Harris,20.9763,20976300,True,62.5,24.829609,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
18,2026-05-17T16:20:24,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,2,3,True,True,arq_4.txt,79,Dave Harris,20.6219,20621900,True,31.25,12.628161,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
19,2026-05-17T16:20:24,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,2,4,True,True,arq_4.txt,79,Dave Harris,19.0648,19064800,True,31.25,13.659554,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
20,2026-05-17T16:20:24,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,2,5,True,True,arq_4.txt,79,Dave Harris,18.7839,18783900,True,31.25,13.863823,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
21,2026-05-17T16:20:24,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,4,1,True,True,arq_4.txt,79,Dave Harris,19.5917,19591700,True,109.375,46.522677,4218264,8412600,4194336,12,25.0.3,Windows 10,amd64,
22,2026-05-17T16:20:25,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,4,2,True,True,arq_4.txt,79,Dave Harris,20.0852,20085200,True,93.75,38.8968,4218264,8412600,4194336,12,25.0.3,Windows 10,amd64,
23,2026-05-17T16:20:25,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,4,3,True,True,arq_4.txt,79,Dave Harris,20.0156,20015600,True,46.875,19.516027,4218264,8412600,4194336,12,25.0.3,Windows 10,amd64,
24,2026-05-17T16:20:25,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,4,4,True,True,arq_4.txt,79,Dave Harris,21.6331,21633100,True,31.25,12.03788,4218264,8412608,4194344,12,25.0.3,Windows 10,amd64,
25,2026-05-17T16:20:25,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,4,5,True,True,arq_4.txt,79,Dave Harris,20.2431,20243100,True,15.625,6.432233,4218264,8412600,4194336,12,25.0.3,Windows 10,amd64,
26,2026-05-17T16:20:25,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,8,1,True,True,arq_4.txt,79,Dave Harris,20.0839,20083900,True,46.875,19.449659,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
27,2026-05-17T16:20:26,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,8,2,True,True,arq_4.txt,79,Dave Harris,20.9147,20914700,True,109.375,43.579795,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
28,2026-05-17T16:20:26,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,8,3,True,True,arq_4.txt,79,Dave Harris,20.3074,20307400,True,31.25,12.823733,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
29,2026-05-17T16:20:26,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,8,4,True,True,arq_4.txt,79,Dave Harris,20.3175,20317500,True,140.625,57.67811,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
30,2026-05-17T16:20:26,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,1,Dave Harris,arq_4.txt,79,multiThreadPerFile,8,5,True,True,arq_4.txt,79,Dave Harris,20.5557,20555700,True,109.375,44.340905,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
31,2026-05-17T16:20:26,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,sequencial,0,1,True,True,arq_4.txt,595,Elizabeth Wilson,13.0623,13062300,True,15.625,9.968255,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
32,2026-05-17T16:20:27,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,sequencial,0,2,True,True,arq_4.txt,595,Elizabeth Wilson,11.4684,11468400,True,31.25,22.707323,4218264,5224928,1006664,12,25.0.3,Windows 10,amd64,
33,2026-05-17T16:20:27,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,sequencial,0,3,True,True,arq_4.txt,595,Elizabeth Wilson,11.3927,11392700,True,31.25,22.858205,4218264,5224928,1006664,12,25.0.3,Windows 10,amd64,
34,2026-05-17T16:20:27,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,sequencial,0,4,True,True,arq_4.txt,595,Elizabeth Wilson,11.9983,11998300,True,31.25,21.704464,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
35,2026-05-17T16:20:27,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,sequencial,0,5,True,True,arq_4.txt,595,Elizabeth Wilson,11.945,11945000,True,15.625,10.900656,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
36,2026-05-17T16:20:27,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,singleThread,0,1,True,True,arq_4.txt,595,Elizabeth Wilson,15.5008,15500800,True,46.875,25.200312,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
37,2026-05-17T16:20:27,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,singleThread,0,2,True,True,arq_4.txt,595,Elizabeth Wilson,15.4504,15450400,True,31.25,16.855011,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
38,2026-05-17T16:20:28,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,singleThread,0,3,True,True,arq_4.txt,595,Elizabeth Wilson,16.113,16113000,True,15.625,8.080949,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
39,2026-05-17T16:20:28,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,singleThread,0,4,True,True,arq_4.txt,595,Elizabeth Wilson,15.8189,15818900,True,15.625,8.231188,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
40,2026-05-17T16:20:28,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,singleThread,0,5,True,True,arq_4.txt,595,Elizabeth Wilson,15.4468,15446800,True,31.25,16.858939,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
41,2026-05-17T16:20:28,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,oneThreadPerFile,0,1,True,True,arq_4.txt,595,Elizabeth Wilson,17.9145,17914500,True,125.0,58.146567,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
42,2026-05-17T16:20:28,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,oneThreadPerFile,0,2,True,True,arq_4.txt,595,Elizabeth Wilson,19.3024,19302400,True,31.25,13.491414,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
43,2026-05-17T16:20:29,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,oneThreadPerFile,0,3,True,True,arq_4.txt,595,Elizabeth Wilson,18.6016,18601600,True,15.625,6.999846,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
44,2026-05-17T16:20:29,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,oneThreadPerFile,0,4,True,True,arq_4.txt,595,Elizabeth Wilson,19.9202,19920200,True,15.625,6.536497,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
45,2026-05-17T16:20:29,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,oneThreadPerFile,0,5,True,True,arq_4.txt,595,Elizabeth Wilson,20.4895,20489500,True,125.0,50.839048,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
46,2026-05-17T16:20:29,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,2,1,True,True,arq_4.txt,595,Elizabeth Wilson,19.1425,19142500,True,15.625,6.802055,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
47,2026-05-17T16:20:29,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,2,2,True,True,arq_4.txt,595,Elizabeth Wilson,18.358,18358000,True,31.25,14.18546,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
48,2026-05-17T16:20:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,2,3,True,True,arq_4.txt,595,Elizabeth Wilson,19.3563,19356300,True,15.625,6.726923,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
49,2026-05-17T16:20:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,2,4,True,True,arq_4.txt,595,Elizabeth Wilson,19.4454,19445400,True,15.625,6.6961,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
50,2026-05-17T16:20:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,2,5,True,True,arq_4.txt,595,Elizabeth Wilson,19.2585,19258500,True,31.25,13.522168,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
51,2026-05-17T16:20:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,4,1,True,True,arq_4.txt,595,Elizabeth Wilson,20.2954,20295400,True,15.625,6.415657,4218264,8412608,4194344,12,25.0.3,Windows 10,amd64,
52,2026-05-17T16:20:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,4,2,True,True,arq_4.txt,595,Elizabeth Wilson,19.5642,19564200,True,15.625,6.655439,4218264,8412592,4194328,12,25.0.3,Windows 10,amd64,
53,2026-05-17T16:20:30,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,4,3,True,True,arq_4.txt,595,Elizabeth Wilson,19.5067,19506700,True,15.625,6.675057,4218264,8412608,4194344,12,25.0.3,Windows 10,amd64,
54,2026-05-17T16:20:31,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,4,4,True,True,arq_4.txt,595,Elizabeth Wilson,18.9627,18962700,True,15.625,6.86655,4218264,8412608,4194344,12,25.0.3,Windows 10,amd64,
55,2026-05-17T16:20:31,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,4,5,True,True,arq_4.txt,595,Elizabeth Wilson,19.6488,19648800,True,15.625,6.626783,4218264,8412608,4194344,12,25.0.3,Windows 10,amd64,
56,2026-05-17T16:20:31,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,8,1,True,True,arq_4.txt,595,Elizabeth Wilson,20.7229,20722900,True,46.875,18.84992,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
57,2026-05-17T16:20:31,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,8,2,True,True,arq_4.txt,595,Elizabeth Wilson,20.6184,20618400,True,62.5,25.260609,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
58,2026-05-17T16:20:31,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,8,3,True,True,arq_4.txt,595,Elizabeth Wilson,21.0102,21010200,True,125.0,49.579093,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
59,2026-05-17T16:20:32,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,8,4,True,True,arq_4.txt,595,Elizabeth Wilson,22.4215,22421500,True,109.375,40.651086,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
60,2026-05-17T16:20:32,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,2,Elizabeth Wilson,arq_4.txt,595,multiThreadPerFile,8,5,True,True,arq_4.txt,595,Elizabeth Wilson,22.6802,22680200,True,46.875,17.223173,4218264,11600248,7381984,12,25.0.3,Windows 10,amd64,
61,2026-05-17T16:20:32,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,sequencial,0,1,True,True,arq_5.txt,223,Stephen Ford DDS,11.7421,11742100,True,46.875,33.267048,4218264,5224928,1006664,12,25.0.3,Windows 10,amd64,
62,2026-05-17T16:20:32,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,sequencial,0,2,True,True,arq_5.txt,223,Stephen Ford DDS,12.0942,12094200,True,15.625,10.76618,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
63,2026-05-17T16:20:32,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,sequencial,0,3,True,True,arq_5.txt,223,Stephen Ford DDS,11.8687,11868700,True,46.875,32.912198,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
64,2026-05-17T16:20:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,sequencial,0,4,True,True,arq_5.txt,223,Stephen Ford DDS,11.9802,11980200,True,15.625,10.868628,4218264,5224928,1006664,12,25.0.3,Windows 10,amd64,
65,2026-05-17T16:20:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,sequencial,0,5,True,True,arq_5.txt,223,Stephen Ford DDS,11.9617,11961700,True,31.25,21.770874,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
66,2026-05-17T16:20:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,singleThread,0,1,True,True,arq_5.txt,223,Stephen Ford DDS,15.6706,15670600,True,46.875,24.927252,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
67,2026-05-17T16:20:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,singleThread,0,2,True,True,arq_5.txt,223,Stephen Ford DDS,16.9346,16934600,True,15.625,7.688893,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
68,2026-05-17T16:20:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,singleThread,0,3,True,True,arq_5.txt,223,Stephen Ford DDS,16.0988,16098800,True,31.25,16.176154,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
69,2026-05-17T16:20:33,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,singleThread,0,4,True,True,arq_5.txt,223,Stephen Ford DDS,18.1279,18127900,True,78.125,35.913794,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
70,2026-05-17T16:20:34,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,singleThread,0,5,True,True,arq_5.txt,223,Stephen Ford DDS,16.2589,16258900,True,78.125,40.042172,4218264,6399272,2181008,12,25.0.3,Windows 10,amd64,
71,2026-05-17T16:20:34,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,oneThreadPerFile,0,1,True,True,arq_5.txt,223,Stephen Ford DDS,17.0532,17053200,True,15.625,7.635419,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
72,2026-05-17T16:20:34,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,oneThreadPerFile,0,2,True,True,arq_5.txt,223,Stephen Ford DDS,16.4215,16421500,True,46.875,23.787413,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
73,2026-05-17T16:20:34,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,oneThreadPerFile,0,3,True,True,arq_5.txt,223,Stephen Ford DDS,15.5262,15526200,True,15.625,8.386362,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
74,2026-05-17T16:20:34,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,oneThreadPerFile,0,4,True,True,arq_5.txt,223,Stephen Ford DDS,16.1573,16157300,True,15.625,8.058793,4218264,9419304,5201040,12,25.0.3,Windows 10,amd64,
75,2026-05-17T16:20:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,oneThreadPerFile,0,5,True,True,arq_5.txt,223,Stephen Ford DDS,14.1018,14101800,True,15.625,9.233455,4218264,9419296,5201032,12,25.0.3,Windows 10,amd64,
76,2026-05-17T16:20:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,2,1,True,True,arq_5.txt,223,Stephen Ford DDS,21.7001,21700100,True,46.875,18.001069,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
77,2026-05-17T16:20:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,2,2,True,True,arq_5.txt,223,Stephen Ford DDS,21.2665,21266500,True,78.125,30.613484,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
78,2026-05-17T16:20:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,2,3,True,True,arq_5.txt,223,Stephen Ford DDS,20.1049,20104900,True,78.125,32.382238,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
79,2026-05-17T16:20:35,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,2,4,True,True,arq_5.txt,223,Stephen Ford DDS,20.7277,20727700,True,62.5,25.127406,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
80,2026-05-17T16:20:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,2,5,True,True,arq_5.txt,223,Stephen Ford DDS,24.9422,24942200,True,46.875,15.661209,4218264,6399280,2181016,12,25.0.3,Windows 10,amd64,
81,2026-05-17T16:20:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,4,1,True,True,arq_5.txt,223,Stephen Ford DDS,23.2719,23271900,True,31.25,11.190176,4218264,8412592,4194328,12,25.0.3,Windows 10,amd64,
82,2026-05-17T16:20:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,4,2,True,True,arq_5.txt,223,Stephen Ford DDS,22.2367,22236700,True,15.625,5.85556,4218264,8412592,4194328,12,25.0.3,Windows 10,amd64,
83,2026-05-17T16:20:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,4,3,True,True,arq_5.txt,223,Stephen Ford DDS,21.9712,21971200,True,31.25,11.852637,4218264,8412584,4194320,12,25.0.3,Windows 10,amd64,
84,2026-05-17T16:20:36,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,4,4,True,True,arq_5.txt,223,Stephen Ford DDS,21.9227,21922700,True,93.75,35.636578,4218264,8412600,4194336,12,25.0.3,Windows 10,amd64,
85,2026-05-17T16:20:37,DESKTOP-D1CPDCT,DESKTOP-D1CPDCT,pequeno,3,Stephen Ford DDS,arq_5.txt,223,multiThreadPerFile,4,5,True,True,arq_5.txt,223,Stephen Ford DDS,23.2199,23219900,True,46.875,16.822855,4218264,8412600,4194336,12,25.0.3,Windows 10,amd64,
